#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0007166	Cell surface receptor signaling pathway	20	2040	0.69	3.27e-06	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000252809,9606.ENSP00000260950,9606.ENSP00000261758,9606.ENSP00000301691,9606.ENSP00000302234,9606.ENSP00000308782,9606.ENSP00000311184,9606.ENSP00000312652,9606.ENSP00000312664,9606.ENSP00000348888,9606.ENSP00000357158,9606.ENSP00000360120,9606.ENSP00000364210,9606.ENSP00000366091,9606.ENSP00000368880,9606.ENSP00000378365,9606.ENSP00000418009,9606.ENSP00000479889	CSF3,CCL2,GDF15,MSTN,MESD,SOST,CCL11,GP6,WFIKKN2,LEP,CASP2,PIGR,FCRL1,ROR1,AGER,MOG,FOXO1,CCL26,RARRES2,IRAK4
GO:0048583	Regulation of response to stimulus	26	3931	0.52	3.27e-06	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000252809,9606.ENSP00000260950,9606.ENSP00000265052,9606.ENSP00000269593,9606.ENSP00000301691,9606.ENSP00000302234,9606.ENSP00000303920,9606.ENSP00000311184,9606.ENSP00000312652,9606.ENSP00000312664,9606.ENSP00000321326,9606.ENSP00000324763,9606.ENSP00000340292,9606.ENSP00000348888,9606.ENSP00000356436,9606.ENSP00000360120,9606.ENSP00000364210,9606.ENSP00000366091,9606.ENSP00000368880,9606.ENSP00000378365,9606.ENSP00000418009,9606.ENSP00000479889,9606.ENSP00000499459,9606.ENSP00000500582	CSF3,CCL2,GDF15,MSTN,MGLL,IGFBP4,SOST,CCL11,MZB1,WFIKKN2,LEP,CASP2,F2R,WFIKKN1,DLK1,PIGR,PLA2G4A,ROR1,AGER,MOG,FOXO1,CCL26,RARRES2,IRAK4,IL19,AKT3
GO:0009966	Regulation of signal transduction	22	2978	0.57	1.77e-05	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000252809,9606.ENSP00000260950,9606.ENSP00000265052,9606.ENSP00000269593,9606.ENSP00000301691,9606.ENSP00000302234,9606.ENSP00000303920,9606.ENSP00000311184,9606.ENSP00000312652,9606.ENSP00000312664,9606.ENSP00000321326,9606.ENSP00000324763,9606.ENSP00000340292,9606.ENSP00000360120,9606.ENSP00000364210,9606.ENSP00000368880,9606.ENSP00000378365,9606.ENSP00000479889,9606.ENSP00000499459,9606.ENSP00000500582	CSF3,CCL2,GDF15,MSTN,MGLL,IGFBP4,SOST,CCL11,MZB1,WFIKKN2,LEP,CASP2,F2R,WFIKKN1,DLK1,ROR1,AGER,FOXO1,CCL26,IRAK4,IL19,AKT3
GO:0048584	Positive regulation of response to stimulus	18	2131	0.63	0.00011	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000252809,9606.ENSP00000260950,9606.ENSP00000269593,9606.ENSP00000302234,9606.ENSP00000312652,9606.ENSP00000312664,9606.ENSP00000321326,9606.ENSP00000356436,9606.ENSP00000360120,9606.ENSP00000364210,9606.ENSP00000366091,9606.ENSP00000378365,9606.ENSP00000418009,9606.ENSP00000479889,9606.ENSP00000499459,9606.ENSP00000500582	CSF3,CCL2,GDF15,MSTN,IGFBP4,CCL11,LEP,CASP2,F2R,PLA2G4A,ROR1,AGER,MOG,CCL26,RARRES2,IRAK4,IL19,AKT3
GO:1902533	Positive regulation of intracellular signal transduction	13	997	0.82	0.00011	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000252809,9606.ENSP00000269593,9606.ENSP00000302234,9606.ENSP00000312652,9606.ENSP00000321326,9606.ENSP00000360120,9606.ENSP00000364210,9606.ENSP00000378365,9606.ENSP00000479889,9606.ENSP00000499459,9606.ENSP00000500582	CSF3,CCL2,GDF15,IGFBP4,CCL11,LEP,F2R,ROR1,AGER,CCL26,IRAK4,IL19,AKT3
GO:0009967	Positive regulation of signal transduction	15	1525	0.7	0.00018	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000252809,9606.ENSP00000260950,9606.ENSP00000269593,9606.ENSP00000302234,9606.ENSP00000312652,9606.ENSP00000312664,9606.ENSP00000321326,9606.ENSP00000360120,9606.ENSP00000364210,9606.ENSP00000378365,9606.ENSP00000479889,9606.ENSP00000499459,9606.ENSP00000500582	CSF3,CCL2,GDF15,MSTN,IGFBP4,CCL11,LEP,CASP2,F2R,ROR1,AGER,CCL26,IRAK4,IL19,AKT3
GO:0007165	Signal transduction	25	4714	0.43	0.00021	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000252809,9606.ENSP00000260950,9606.ENSP00000261758,9606.ENSP00000269593,9606.ENSP00000290953,9606.ENSP00000301691,9606.ENSP00000302234,9606.ENSP00000308782,9606.ENSP00000311184,9606.ENSP00000312652,9606.ENSP00000312664,9606.ENSP00000321326,9606.ENSP00000348888,9606.ENSP00000357158,9606.ENSP00000360120,9606.ENSP00000364210,9606.ENSP00000366091,9606.ENSP00000368880,9606.ENSP00000378365,9606.ENSP00000418009,9606.ENSP00000479889,9606.ENSP00000499459,9606.ENSP00000500582	CSF3,CCL2,GDF15,MSTN,MESD,IGFBP4,AGRP,SOST,CCL11,GP6,WFIKKN2,LEP,CASP2,F2R,PIGR,FCRL1,ROR1,AGER,MOG,FOXO1,CCL26,RARRES2,IRAK4,IL19,AKT3
GO:0042127	Regulation of cell population proliferation	15	1669	0.66	0.00046	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000260950,9606.ENSP00000302234,9606.ENSP00000303920,9606.ENSP00000312652,9606.ENSP00000321326,9606.ENSP00000356436,9606.ENSP00000361366,9606.ENSP00000364210,9606.ENSP00000368880,9606.ENSP00000378365,9606.ENSP00000451506,9606.ENSP00000479889,9606.ENSP00000500582	CSF3,CCL2,MSTN,CCL11,MZB1,LEP,F2R,PLA2G4A,SFTPD,AGER,FOXO1,CCL26,TCL1A,IRAK4,AKT3
GO:0048518	Positive regulation of biological process	28	6207	0.36	0.00046	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000252809,9606.ENSP00000260950,9606.ENSP00000261758,9606.ENSP00000269593,9606.ENSP00000290953,9606.ENSP00000301691,9606.ENSP00000302234,9606.ENSP00000303920,9606.ENSP00000308782,9606.ENSP00000312652,9606.ENSP00000312664,9606.ENSP00000321326,9606.ENSP00000356436,9606.ENSP00000360120,9606.ENSP00000361366,9606.ENSP00000362948,9606.ENSP00000364210,9606.ENSP00000366091,9606.ENSP00000368880,9606.ENSP00000378365,9606.ENSP00000418009,9606.ENSP00000451506,9606.ENSP00000479889,9606.ENSP00000487363,9606.ENSP00000499459,9606.ENSP00000500582	CSF3,CCL2,GDF15,MSTN,MESD,IGFBP4,AGRP,SOST,CCL11,MZB1,GP6,LEP,CASP2,F2R,PLA2G4A,ROR1,SFTPD,MED18,AGER,MOG,FOXO1,CCL26,RARRES2,TCL1A,IRAK4,HAVCR1,IL19,AKT3
GO:1902531	Regulation of intracellular signal transduction	15	1726	0.64	0.00052	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000252809,9606.ENSP00000260950,9606.ENSP00000269593,9606.ENSP00000302234,9606.ENSP00000312652,9606.ENSP00000321326,9606.ENSP00000360120,9606.ENSP00000364210,9606.ENSP00000368880,9606.ENSP00000378365,9606.ENSP00000479889,9606.ENSP00000499459,9606.ENSP00000500582	CSF3,CCL2,GDF15,MSTN,IGFBP4,CCL11,LEP,F2R,ROR1,AGER,FOXO1,CCL26,IRAK4,IL19,AKT3
